id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
3507,K2-239 d,101,1.37 Earths,14.632,2018
3508,K2-240 b,238,4.66 Earths,13.372,2018
3509,K2-240 c,238,3.89 Earths,13.372,2018
3510,K2-241 b,488,7.04 Earths,11.97,2018
3511,K2-242 b,356,6.99 Earths,16.414,2018
3512,K2-243 b,871,5.35 Earths,10.971,2018
3513,K2-243 c,871,4.7 Earths,10.971,2018
3514,K2-244 b,694,3.71 Earths,11.78,2018
3515,K2-245 b,1488,17.4 Earths,12.755,2018
3516,K2-246 b,2295,12 Earths,14.792,2018
3517,K2-247 b,842,5.14 Earths,14.857,2018
3518,K2-247 c,842,5.43 Earths,14.857,2018
3519,K2-248 b,1325,7.13 Earths,13.497,2018
3520,K2-249 b,1702,8.2 Earths,12.646,2018
3521,K2-24 b,556,19 Earths,11.275,2016
3522,K2-24 c,556,15.4 Earths,11.275,2016
3523,K2-250 b,1353,6.53 Earths,14.314,2018
3524,K2-251 b,480,6.12 Earths,15.66,2018
3525,K2-233 b,220,11.26 Earths,10.883,2018
3526,K2-233 c,220,12.81 Earths,10.883,2018
3527,K2-233 d,220,21.14 Earths,10.883,2018
3528,K2-237 b,1028,1.363 Jupiters,11.602,2018
3529,K2-238 b,1755,0.86 Jupiters,13.973,2018
3530,K2-239 b,101,1.37 Earths,14.632,2018
3531,K2-239 c,101,0.972 Earths,14.632,2018
3532,K2-239 d,101,1.37 Earths,14.632,2018
3533,K2-240 b,238,4.66 Earths,13.372,2018
3534,K2-240 c,238,3.89 Earths,13.372,2018
3535,K2-241 b,488,7.04 Earths,11.97,2018
3536,K2-242 b,356,6.99 Earths,16.414,2018
3537,K2-243 b,871,5.35 Earths,10.971,2018
3538,K2-243 c,871,4.7 Earths,10.971,2018
3539,K2-244 b,694,3.71 Earths,11.78,2018
3540,K2-245 b,1488,17.4 Earths,12.755,2018
3541,K2-246 b,2295,12 Earths,14.792,2018
3542,K2-247 b,842,5.14 Earths,14.857,2018
3543,K2-247 c,842,5.43 Earths,14.857,2018
3544,K2-248 b,1325,7.13 Earths,13.497,2018
3545,K2-249 b,1702,8.2 Earths,12.646,2018
3546,K2-24 b,556,19 Earths,11.275,2016
3547,K2-24 c,556,15.4 Earths,11.275,2016
3548,K2-250 b,1353,6.53 Earths,14.314,2018
3549,K2-251 b,480,6.12 Earths,15.66,2018
3550,K2-233 b,220,11.26 Earths,10.883,2018
3551,K2-233 c,220,12.81 Earths,10.883,2018
3552,K2-233 d,220,21.14 Earths,10.883,2018
3553,K2-237 b,1028,1.363 Jupiters,11.602,2018
3554,K2-238 b,1755,0.86 Jupiters,13.973,2018
3555,K2-239 b,101,1.37 Earths,14.632,2018
3556,K2-239 c,101,0.972 Earths,14.632,2018
3557,K2-239 d,101,1.37 Earths,14.632,2018
3558,K2-240 b,238,4.66 Earths,13.372,2018
3559,K2-240 c,238,3.89 Earths,13.372,2018
3560,K2-241 b,488,7.04 Earths,11.97,2018
3561,K2-242 b,356,6.99 Earths,16.414,2018
3562,K2-243 b,871,5.35 Earths,10.971,2018
3563,K2-243 c,871,4.7 Earths,10.971,2018
3564,K2-244 b,694,3.71 Earths,11.78,2018
3565,K2-245 b,1488,17.4 Earths,12.755,2018
3566,K2-246 b,2295,12 Earths,14.792,2018
3567,K2-247 b,842,5.14 Earths,14.857,2018
3568,K2-247 c,842,5.43 Earths,14.857,2018
3569,K2-248 b,1325,7.13 Earths,13.497,2018
3570,K2-249 b,1702,8.2 Earths,12.646,2018
3571,K2-24 b,556,19 Earths,11.275,2016
3572,K2-24 c,556,15.4 Earths,11.275,2016
3573,K2-250 b,1353,6.53 Earths,14.314,2018
3574,K2-251 b,480,6.12 Earths,15.66,2018
3575,K2-252 b,746,3.68 Earths,12.93,2018
3576,K2-253 b,2859,Unknown,15.002,2018
3577,K2-254 b,743,3.29 Earths,14.238,2018
3578,K2-254 c,743,5.43 Earths,14.238,2018
3579,K2-255 b,625,8.75 Earths,13.662,2018
3580,K2-256 b,1842,7.41 Earths,14.954,2018
3581,K2-257 b,209,0.498 Earths,13.716,2018
3582,K2-258 b,2159,9.27 Earths,13.361,2018
3583,K2-259 b,1358,5.99 Earths,12.511,2018
3584,K2-25 b,147,24.5 Earths,16.21,2015
3585,K2-260 b,2165,1.42 Jupiters,12.624,2018
3586,K2-261 b,696,0.188 Jupiters,10.612,2018
3587,K2-263 b,530,14.9 Earths,11.568,2018
3588,K2-264 b,605,5.61 Earths,16.701,2018
3589,K2-264 c,605,7.6 Earths,16.701,2018
3590,K2-265 b,452,6.54 Earths,11.187,2018
3591,K2-266 b,253,11.26782 Earths,11.625,2018
3592,K2-266 c,253,0.29013 Earths,11.625,2018
3593,K2-266 d,253,8.9 Earths,11.625,2018
3594,K2-266 e,253,14.3 Earths,11.625,2018
3595,K2-268 b,1069,2.86 Earths,13.848,2018
3596,K2-268 c,1069,7.7 Earths,13.848,2018
3597,K2-268 d,1069,2.83 Earths,13.848,2019
3598,K2-268 e,1069,2.33 Earths,13.848,2019
3599,K2-268 f,1069,5.6 Earths,13.848,2019
3600,K2-252 b,746,3.68 Earths,12.93,2018
3601,K2-253 b,2859,Unknown,15.002,2018
3602,K2-254 b,743,3.29 Earths,14.238,2018
3603,K2-254 c,743,5.43 Earths,14.238,2018
3604,K2-255 b,625,8.75 Earths,13.662,2018
3605,K2-256 b,1842,7.41 Earths,14.954,2018
3606,K2-257 b,209,0.498 Earths,13.716,2018
3607,K2-258 b,2159,9.27 Earths,13.361,2018
3608,K2-259 b,1358,5.99 Earths,12.511,2018
3609,K2-25 b,147,24.5 Earths,16.21,2015
3610,K2-260 b,2165,1.42 Jupiters,12.624,2018
3611,K2-261 b,696,0.188 Jupiters,10.612,2018
3612,K2-263 b,530,14.9 Earths,11.568,2018
3613,K2-264 b,605,5.61 Earths,16.701,2018
3614,K2-264 c,605,7.6 Earths,16.701,2018
3615,K2-265 b,452,6.54 Earths,11.187,2018
3616,K2-266 b,253,11.26782 Earths,11.625,2018
3617,K2-266 c,253,0.29013 Earths,11.625,2018
3618,K2-266 d,253,8.9 Earths,11.625,2018
3619,K2-266 e,253,14.3 Earths,11.625,2018
3620,K2-268 b,1069,2.86 Earths,13.848,2018
3621,K2-268 c,1069,7.7 Earths,13.848,2018
3622,K2-268 d,1069,2.83 Earths,13.848,2019
3623,K2-268 e,1069,2.33 Earths,13.848,2019
3624,K2-268 f,1069,5.6 Earths,13.848,2019
3625,K2-252 b,746,3.68 Earths,12.93,2018
3626,K2-253 b,2859,Unknown,15.002,2018
3627,K2-254 b,743,3.29 Earths,14.238,2018
3628,K2-254 c,743,5.43 Earths,14.238,2018
3629,K2-255 b,625,8.75 Earths,13.662,2018
3630,K2-256 b,1842,7.41 Earths,14.954,2018
3631,K2-257 b,209,0.498 Earths,13.716,2018
3632,K2-258 b,2159,9.27 Earths,13.361,2018
3633,K2-259 b,1358,5.99 Earths,12.511,2018
3634,K2-25 b,147,24.5 Earths,16.21,2015
3635,K2-260 b,2165,1.42 Jupiters,12.624,2018
3636,K2-261 b,696,0.188 Jupiters,10.612,2018
3637,K2-263 b,530,14.9 Earths,11.568,2018
3638,K2-264 b,605,5.61 Earths,16.701,2018
3639,K2-264 c,605,7.6 Earths,16.701,2018
3640,K2-265 b,452,6.54 Earths,11.187,2018
3641,K2-266 b,253,11.26782 Earths,11.625,2018
3642,K2-266 c,253,0.29013 Earths,11.625,2018
3643,K2-266 d,253,8.9 Earths,11.625,2018
3644,K2-266 e,253,14.3 Earths,11.625,2018
3645,K2-268 b,1069,2.86 Earths,13.848,2018
3646,K2-268 c,1069,7.7 Earths,13.848,2018
3647,K2-268 d,1069,2.83 Earths,13.848,2019
3648,K2-268 e,1069,2.33 Earths,13.848,2019
3649,K2-268 f,1069,5.6 Earths,13.848,2019
3650,K2-269 b,1177,3.09 Earths,11.784,2018
3651,K2-26 b,323,7.61 Earths,14.528,2016
3652,K2-270 b,915,2.48 Earths,13.847,2018
3653,K2-270 c,915,9.01 Earths,13.847,2018
3654,K2-271 b,1841,0.131 Jupiters,13.845,2018
3655,K2-272 b,1380,9.96 Earths,13.872,2018
3656,K2-273 b,1005,9.53 Earths,13.246,2018
3657,K2-274 b,745,4.98 Earths,13.181,2018
3658,K2-275 b,403,6.08 Earths,11.974,2018
3659,K2-275 c,403,5.52 Earths,11.974,2018
3660,K2-276 b,1592,13.7 Earths,14.654,2018
3661,K2-277 b,369,4.94 Earths,10.364,2018
3662,K2-278 b,2565,9.17 Earths,13.446,2018
3663,K2-279 b,597,1.92 Earths,11.491,2018
3664,K2-27 b,814,30.9 Earths,12.689,2016
3665,K2-280 b,1277,37.1 Earths,12.524,2018
3666,K2-281 b,1494,0.16 Jupiters,15.048,2018
3667,K2-282 b,1619,6.8 Earths,14.21,2018
3668,K2-283 b,1314,12.2 Earths,14.364,2018
3669,K2-284 b,350,8.15 Earths,13.265,2018
3670,K2-285 b,505,9.68 Earths,12.075,2018
3671,K2-285 c,505,15.68 Earths,12.075,2018
3672,K2-285 d,505,6.5 Earths,12.075,2018
3673,K2-285 e,505,10.7 Earths,12.075,2018
3674,K2-286 b,248,5.06 Earths,12.881,2018
3675,K2-287 b,516,0.315 Jupiters,11.41,2018
3676,K2-288 B b,214,4.27 Earths,13.868,2018
3677,K2-289 b,895,0.192 Jupiters,14.81,2019
3678,K2-28 b,205,5.99 Earths,16.526,2016
3679,K2-290 b,890,10.9 Earths,11.114,2019
3680,K2-290 c,890,0.774 Jupiters,11.114,2019
3681,K2-291 b,294,6.49 Earths,10.014,2019
3682,K2-292 b,373,24.5 Earths,9.885,2019
3683,K2-293 b,1280,6.57 Earths,13.44,2019
3684,K2-294 b,1217,3.39 Earths,12.649,2019
3685,K2-295 b,759,0.335 Jupiters,13.8941,2018
3686,K2-29 b,582,0.73 Jupiters,12.532,2016
3687,K2-308 b,4288,0.222 Jupiters,15.072,2019
3688,K2-30 b,1086,0.579 Jupiters,13.547,2016
3689,K2-312 c,358,5.41 Jupiters,9.452,2023
3690,K2-315 b,186,0.809 Earths,17.67,2020
3691,K2-316 b,367,2.33 Earths,17.14,2020
3692,K2-316 c,367,4.01 Earths,17.14,2020
3693,K2-317 b,575,8.91 Earths,17.74,2020
3694,K2-318 b,482,3.39 Earths,15.8,2020
3695,K2-319 b,682,8.2 Earths,12.213,2020
3696,K2-31 b,361,1.774 Jupiters,10.802,2016
3697,K2-320 b,355,7.37 Earths,17.81,2020
3698,K2-321 b,253,4.46 Earths,13.677,2020
3699,K2-322 b,403,4.35 Earths,13.963,2020
3700,K2-287 b,516,0.315 Jupiters,11.41,2018
3701,K2-288 B b,214,4.27 Earths,13.868,2018
3702,K2-289 b,895,0.192 Jupiters,14.81,2019
3703,K2-28 b,205,5.99 Earths,16.526,2016
3704,K2-290 b,890,10.9 Earths,11.114,2019
3705,K2-290 c,890,0.774 Jupiters,11.114,2019
3706,K2-291 b,294,6.49 Earths,10.014,2019
3707,K2-292 b,373,24.5 Earths,9.885,2019
3708,K2-293 b,1280,6.57 Earths,13.44,2019
3709,K2-294 b,1217,3.39 Earths,12.649,2019
3710,K2-295 b,759,0.335 Jupiters,13.8941,2018
3711,K2-29 b,582,0.73 Jupiters,12.532,2016
3712,K2-308 b,4288,0.222 Jupiters,15.072,2019
3713,K2-30 b,1086,0.579 Jupiters,13.547,2016
3714,K2-312 c,358,5.41 Jupiters,9.452,2023
3715,K2-315 b,186,0.809 Earths,17.67,2020
3716,K2-316 b,367,2.33 Earths,17.14,2020
3717,K2-316 c,367,4.01 Earths,17.14,2020
3718,K2-317 b,575,8.91 Earths,17.74,2020
3719,K2-318 b,482,3.39 Earths,15.8,2020
3720,K2-319 b,682,8.2 Earths,12.213,2020
3721,K2-31 b,361,1.774 Jupiters,10.802,2016
3722,K2-320 b,355,7.37 Earths,17.81,2020
3723,K2-321 b,253,4.46 Earths,13.677,2020
3724,K2-322 b,403,4.35 Earths,13.963,2020
3725,K2-287 b,516,0.315 Jupiters,11.41,2018
3726,K2-288 B b,214,4.27 Earths,13.868,2018
3727,K2-289 b,895,0.192 Jupiters,14.81,2019
3728,K2-28 b,205,5.99 Earths,16.526,2016
3729,K2-290 b,890,10.9 Earths,11.114,2019
3730,K2-290 c,890,0.774 Jupiters,11.114,2019
3731,K2-291 b,294,6.49 Earths,10.014,2019
3732,K2-292 b,373,24.5 Earths,9.885,2019
3733,K2-293 b,1280,6.57 Earths,13.44,2019
3734,K2-294 b,1217,3.39 Earths,12.649,2019
3735,K2-295 b,759,0.335 Jupiters,13.8941,2018
3736,K2-29 b,582,0.73 Jupiters,12.532,2016
3737,K2-308 b,4288,0.222 Jupiters,15.072,2019
3738,K2-30 b,1086,0.579 Jupiters,13.547,2016
3739,K2-312 c,358,5.41 Jupiters,9.452,2023
3740,K2-315 b,186,0.809 Earths,17.67,2020
3741,K2-316 b,367,2.33 Earths,17.14,2020
3742,K2-316 c,367,4.01 Earths,17.14,2020
3743,K2-317 b,575,8.91 Earths,17.74,2020
3744,K2-318 b,482,3.39 Earths,15.8,2020
3745,K2-319 b,682,8.2 Earths,12.213,2020
3746,K2-31 b,361,1.774 Jupiters,10.802,2016
3747,K2-320 b,355,7.37 Earths,17.81,2020
3748,K2-321 b,253,4.46 Earths,13.677,2020
3749,K2-322 b,403,4.35 Earths,13.963,2020
3750,K2-287 b,516,0.315 Jupiters,11.41,2018
3751,K2-288 B b,214,4.27 Earths,13.868,2018
3752,K2-289 b,895,0.192 Jupiters,14.81,2019
3753,K2-28 b,205,5.99 Earths,16.526,2016
3754,K2-290 b,890,10.9 Earths,11.114,2019
3755,K2-290 c,890,0.774 Jupiters,11.114,2019
3756,K2-291 b,294,6.49 Earths,10.014,2019
3757,K2-292 b,373,24.5 Earths,9.885,2019
3758,K2-293 b,1280,6.57 Earths,13.44,2019
3759,K2-294 b,1217,3.39 Earths,12.649,2019
3760,K2-295 b,759,0.335 Jupiters,13.8941,2018
3761,K2-29 b,582,0.73 Jupiters,12.532,2016
3762,K2-308 b,4288,0.222 Jupiters,15.072,2019
3763,K2-30 b,1086,0.579 Jupiters,13.547,2016
3764,K2-312 c,358,5.41 Jupiters,9.452,2023
3765,K2-315 b,186,0.809 Earths,17.67,2020
3766,K2-316 b,367,2.33 Earths,17.14,2020
3767,K2-316 c,367,4.01 Earths,17.14,2020
3768,K2-317 b,575,8.91 Earths,17.74,2020
3769,K2-318 b,482,3.39 Earths,15.8,2020
3770,K2-319 b,682,8.2 Earths,12.213,2020
3771,K2-31 b,361,1.774 Jupiters,10.802,2016
3772,K2-320 b,355,7.37 Earths,17.81,2020
3773,K2-321 b,253,4.46 Earths,13.677,2020
3774,K2-322 b,403,4.35 Earths,13.963,2020
3775,K2-287 b,516,0.315 Jupiters,11.41,2018
3776,K2-288 B b,214,4.27 Earths,13.868,2018
3777,K2-289 b,895,0.192 Jupiters,14.81,2019
3778,K2-28 b,205,5.99 Earths,16.526,2016
3779,K2-290 b,890,10.9 Earths,11.114,2019
3780,K2-290 c,890,0.774 Jupiters,11.114,2019
3781,K2-291 b,294,6.49 Earths,10.014,2019
3782,K2-292 b,373,24.5 Earths,9.885,2019
3783,K2-293 b,1280,6.57 Earths,13.44,2019
3784,K2-294 b,1217,3.39 Earths,12.649,2019
3785,K2-295 b,759,0.335 Jupiters,13.8941,2018
3786,K2-29 b,582,0.73 Jupiters,12.532,2016
3787,K2-308 b,4288,0.222 Jupiters,15.072,2019
3788,K2-30 b,1086,0.579 Jupiters,13.547,2016
3789,K2-312 c,358,5.41 Jupiters,9.452,2023
3790,K2-315 b,186,0.809 Earths,17.67,2020
3791,K2-316 b,367,2.33 Earths,17.14,2020
3792,K2-316 c,367,4.01 Earths,17.14,2020
3793,K2-317 b,575,8.91 Earths,17.74,2020
3794,K2-318 b,482,3.39 Earths,15.8,2020
3795,K2-319 b,682,8.2 Earths,12.213,2020
3796,K2-31 b,361,1.774 Jupiters,10.802,2016
3797,K2-320 b,355,7.37 Earths,17.81,2020
3798,K2-321 b,253,4.46 Earths,13.677,2020
3799,K2-322 b,403,4.35 Earths,13.963,2020
3800,K2-287 b,516,0.315 Jupiters,11.41,2018
3801,K2-288 B b,214,4.27 Earths,13.868,2018
3802,K2-289 b,895,0.192 Jupiters,14.81,2019
3803,K2-28 b,205,5.99 Earths,16.526,2016
3804,K2-290 b,890,10.9 Earths,11.114,2019
3805,K2-290 c,890,0.774 Jupiters,11.114,2019
3806,K2-291 b,294,6.49 Earths,10.014,2019
3807,K2-292 b,373,24.5 Earths,9.885,2019
3808,K2-293 b,1280,6.57 Earths,13.44,2019
3809,K2-294 b,1217,3.39 Earths,12.649,2019
3810,K2-295 b,759,0.335 Jupiters,13.8941,2018
3811,K2-29 b,582,0.73 Jupiters,12.532,2016
3812,K2-308 b,4288,0.222 Jupiters,15.072,2019
3813,K2-30 b,1086,0.579 Jupiters,13.547,2016
3814,K2-312 c,358,5.41 Jupiters,9.452,2023
3815,K2-315 b,186,0.809 Earths,17.67,2020
3816,K2-316 b,367,2.33 Earths,17.14,2020
3817,K2-316 c,367,4.01 Earths,17.14,2020
3818,K2-317 b,575,8.91 Earths,17.74,2020
3819,K2-318 b,482,3.39 Earths,15.8,2020
3820,K2-319 b,682,8.2 Earths,12.213,2020
3821,K2-31 b,361,1.774 Jupiters,10.802,2016
3822,K2-320 b,355,7.37 Earths,17.81,2020
3823,K2-321 b,253,4.46 Earths,13.677,2020
3824,K2-322 b,403,4.35 Earths,13.963,2020
3825,K2-343 c,542,4.74 Earths,16.01,2018
3826,K2-344 b,245,3.15 Earths,13.423,2018
3827,K2-345 b,530,5.1 Earths,15.72,2016
3828,K2-346 b,344,5.73 Earths,11.903,2016
3829,K2-347 b,1045,6.39 Earths,15.15,2016
3830,K2-348 b,658,10.7 Earths,12.572,2018
3831,K2-348 c,658,7.61 Earths,12.572,2018
3832,K2-349 b,1480,2.48 Earths,14.585,2016
3833,K2-34 b,1137,1.698 Jupiters,11.447,2016
3834,K2-350 b,1596,2.99 Earths,13.449,2021
3835,K2-350 c,1596,7.95 Earths,13.449,2016
3836,K2-351 b,2266,6.99 Earths,14.195,2016
3837,K2-352 b,574,2.45 Earths,11.125,2021
3838,K2-352 c,574,4.35 Earths,11.125,2018
3839,K2-352 d,574,5.6 Earths,11.125,2018
3840,K2-353 b,876,26.3 Earths,12.337,2021
3841,K2-354 b,299,3.05 Earths,15.296,2016
3842,K2-355 b,1633,5.69 Earths,13.707,2021
3843,K2-356 b,1160,5.86 Earths,13.268,2021
3844,K2-357 b,1689,13.4 Earths,13.748,2021
3845,K2-358 b,1567,7.65 Earths,13.699,2021
3846,K2-35 b,824,2.3 Earths,14.166,2016
3847,K2-35 c,824,4.38 Earths,14.166,2016
3848,K2-365 b,611,8.78 Earths,11.372,2022
3849,K2-366 b,607,6.16 Earths,12.636,2022
3850,K2-367 b,577,6.41 Earths,13.794,2022
3851,K2-368 b,674,2.34 Earths,13.581,2022
3852,K2-368 c,674,2.42 Earths,13.581,2022
3853,K2-368 d,674,4.45 Earths,13.581,2022
3854,K2-369 b,605,2.28 Earths,11.789,2022
3855,K2-36 b,358,4.3 Earths,11.726,2016
3856,K2-36 c,358,7.9 Earths,11.726,2016
3857,K2-370 b,470,10.4 Earths,11.109,2022
3858,K2-371 b,1444,Unknown,14.492,2022
3859,K2-372 b,1513,8.98 Earths,13.589,2022
3860,K2-373 b,749,4.9 Earths,10.47,2022
3861,K2-374 b,1172,3.16 Earths,12.783,2022
3862,K2-374 c,1172,5.53 Earths,12.783,2022
3863,K2-375 b,2271,5.66 Earths,13.164,2022
3864,K2-376 b,527,3.66 Earths,10.415,2022
3865,K2-377 b,637,3.51 Earths,14.107,2022
3866,K2-378 b,2244,8.65 Earths,16.029,2022
3867,K2-379 b,594,5.4 Earths,13.265,2022
3868,K2-37 b,587,3.22 Earths,12.573,2016
3869,K2-37 c,587,8 Earths,12.573,2016
3870,K2-37 d,587,7.9 Earths,12.573,2016
3871,K2-380 b,813,7.89 Earths,11.688,2022
3872,K2-381 b,475,1.26 Earths,12.883,2022
3873,K2-381 c,475,4.66 Earths,12.883,2022
3874,K2-381 d,475,3.5 Earths,12.883,2022
3875,K2-382 b,908,4.95 Earths,12.977,2022
3876,K2-383 b,665,3.07 Earths,12.689,2022
3877,K2-384 b,270,1.26 Earths,16.12,2022
3878,K2-384 c,270,1.82 Earths,16.12,2022
3879,K2-384 d,270,2.52 Earths,16.12,2022
3880,K2-384 e,270,2.37 Earths,16.12,2022
3881,K2-384 f,270,5.57 Earths,16.12,2022
3882,K2-385 b,1373,2.98 Earths,14.645,2022
3883,K2-386 b,1399,5.99 Earths,13.241,2022
3884,K2-387 b,869,0.133 Jupiters,16.147,2022
3885,K2-388 b,948,13 Earths,12.861,2022
3886,K2-389 b,846,5.41 Earths,11.827,2022
3887,K2-389 c,846,4.82 Earths,11.827,2022
3888,K2-38 b,629,7.7 Earths,11.344,2016
3889,K2-38 c,629,7.4 Earths,11.344,2016
3890,K2-390 b,1488,19.6 Earths,13.611,2022
3891,K2-391 b,1657,2.45 Earths,12.527,2022
3892,K2-392 b,1328,4.08 Earths,12.922,2022
3893,K2-393 b,867,6.13 Earths,11.84,2022
3894,K2-394 b,320,3.51 Earths,12.768,2022
3895,K2-395 b,935,7.26 Earths,15.131,2022
3896,K2-395 c,935,11.4 Earths,15.131,2022
3897,K2-396 b,897,3.12 Earths,13.32,2022
3898,K2-396 c,897,9.93 Earths,13.32,2022
3899,K2-397 b,650,6.42 Earths,11.865,2022
3900,K2-382 b,908,4.95 Earths,12.977,2022
3901,K2-383 b,665,3.07 Earths,12.689,2022
3902,K2-384 b,270,1.26 Earths,16.12,2022
3903,K2-384 c,270,1.82 Earths,16.12,2022
3904,K2-384 d,270,2.52 Earths,16.12,2022
3905,K2-384 e,270,2.37 Earths,16.12,2022
3906,K2-384 f,270,5.57 Earths,16.12,2022
3907,K2-385 b,1373,2.98 Earths,14.645,2022
3908,K2-386 b,1399,5.99 Earths,13.241,2022
3909,K2-387 b,869,0.133 Jupiters,16.147,2022
3910,K2-388 b,948,13 Earths,12.861,2022
3911,K2-389 b,846,5.41 Earths,11.827,2022
3912,K2-389 c,846,4.82 Earths,11.827,2022
3913,K2-38 b,629,7.7 Earths,11.344,2016
3914,K2-38 c,629,7.4 Earths,11.344,2016
3915,K2-390 b,1488,19.6 Earths,13.611,2022
3916,K2-391 b,1657,2.45 Earths,12.527,2022
3917,K2-392 b,1328,4.08 Earths,12.922,2022
3918,K2-393 b,867,6.13 Earths,11.84,2022
3919,K2-394 b,320,3.51 Earths,12.768,2022
3920,K2-395 b,935,7.26 Earths,15.131,2022
3921,K2-395 c,935,11.4 Earths,15.131,2022
3922,K2-396 b,897,3.12 Earths,13.32,2022
3923,K2-396 c,897,9.93 Earths,13.32,2022
3924,K2-397 b,650,6.42 Earths,11.865,2022
3925,K2-398 b,1980,5.79 Earths,13.287,2022
3926,K2-398 c,1980,22.8 Earths,13.287,2022
3927,K2-399 b,1682,30.5 Earths,12.478,2022
3928,K2-39 b,1003,28.6047 Earths,10.831,2016
3929,K2-3 b,144,5.11 Earths,12.168,2015
3930,K2-3 c,144,2.68 Earths,12.168,2015
3931,K2-3 d,144,2.2 Earths,12.168,2015
3932,K2-400 b,203,1.67 Earths,15.108,2022
3933,K2-401 b,655,5.74 Earths,14.014,2022
3934,K2-402 b,1706,7.65 Earths,13.032,2022
3935,K2-403 b,804,24.6 Earths,12.305,2022
3936,K2-404 b,397,6.94 Earths,14.622,2022
3937,K2-405 b,643,18.9 Earths,12.816,2022
3938,K2-406 b,278,19.2 Earths,9.465,2022
3939,K2-407 b,712,2.19 Earths,11.969,2022
3940,K2-407 c,712,2.42 Earths,11.969,2022
3941,K2-408 b,529,3.45 Earths,12.056,2022
3942,K2-409 b,1406,6.72 Earths,12.902,2022
3943,K2-411 b,973,0.937 Earths,12.27,2022
3944,K2-412 b,2134,5.13 Earths,15.746,2022
3945,K2-413 b,930,0.363 Earths,15.013,2022
3946,K2-413 c,930,2.05 Earths,15.013,2022
3947,K2-414 b,848,1.98 Earths,14.289,2022
3948,K2-414 c,848,4.38 Earths,14.289,2022
3949,K2-415 b,71,7.5 Earths,15.33,2023
3950,K2-382 b,908,4.95 Earths,12.977,2022
3951,K2-383 b,665,3.07 Earths,12.689,2022
3952,K2-384 b,270,1.26 Earths,16.12,2022
3953,K2-384 c,270,1.82 Earths,16.12,2022
3954,K2-384 d,270,2.52 Earths,16.12,2022
3955,K2-384 e,270,2.37 Earths,16.12,2022
3956,K2-384 f,270,5.57 Earths,16.12,2022
3957,K2-385 b,1373,2.98 Earths,14.645,2022
3958,K2-386 b,1399,5.99 Earths,13.241,2022
3959,K2-387 b,869,0.133 Jupiters,16.147,2022
3960,K2-388 b,948,13 Earths,12.861,2022
3961,K2-389 b,846,5.41 Earths,11.827,2022
3962,K2-389 c,846,4.82 Earths,11.827,2022
3963,K2-38 b,629,7.7 Earths,11.344,2016
3964,K2-38 c,629,7.4 Earths,11.344,2016
3965,K2-390 b,1488,19.6 Earths,13.611,2022
3966,K2-391 b,1657,2.45 Earths,12.527,2022
3967,K2-392 b,1328,4.08 Earths,12.922,2022
3968,K2-393 b,867,6.13 Earths,11.84,2022
3969,K2-394 b,320,3.51 Earths,12.768,2022
3970,K2-395 b,935,7.26 Earths,15.131,2022
3971,K2-395 c,935,11.4 Earths,15.131,2022
3972,K2-396 b,897,3.12 Earths,13.32,2022
3973,K2-396 c,897,9.93 Earths,13.32,2022
3974,K2-397 b,650,6.42 Earths,11.865,2022
3975,K2-382 b,908,4.95 Earths,12.977,2022
3976,K2-383 b,665,3.07 Earths,12.689,2022
3977,K2-384 b,270,1.26 Earths,16.12,2022
3978,K2-384 c,270,1.82 Earths,16.12,2022
3979,K2-384 d,270,2.52 Earths,16.12,2022
3980,K2-384 e,270,2.37 Earths,16.12,2022
3981,K2-384 f,270,5.57 Earths,16.12,2022
3982,K2-385 b,1373,2.98 Earths,14.645,2022
3983,K2-386 b,1399,5.99 Earths,13.241,2022
3984,K2-387 b,869,0.133 Jupiters,16.147,2022
3985,K2-388 b,948,13 Earths,12.861,2022
3986,K2-389 b,846,5.41 Earths,11.827,2022
3987,K2-389 c,846,4.82 Earths,11.827,2022
3988,K2-38 b,629,7.7 Earths,11.344,2016
3989,K2-38 c,629,7.4 Earths,11.344,2016
3990,K2-390 b,1488,19.6 Earths,13.611,2022
3991,K2-391 b,1657,2.45 Earths,12.527,2022
3992,K2-392 b,1328,4.08 Earths,12.922,2022
3993,K2-393 b,867,6.13 Earths,11.84,2022
3994,K2-394 b,320,3.51 Earths,12.768,2022
3995,K2-395 b,935,7.26 Earths,15.131,2022
3996,K2-395 c,935,11.4 Earths,15.131,2022
3997,K2-396 b,897,3.12 Earths,13.32,2022
3998,K2-396 c,897,9.93 Earths,13.32,2022
3999,K2-397 b,650,6.42 Earths,11.865,2022
4000,K2-398 b,1980,5.79 Earths,13.287,2022
4001,K2-398 c,1980,22.8 Earths,13.287,2022
4002,K2-399 b,1682,30.5 Earths,12.478,2022
4003,K2-39 b,1003,28.6047 Earths,10.831,2016
4004,K2-3 b,144,5.11 Earths,12.168,2015
4005,K2-3 c,144,2.68 Earths,12.168,2015
4006,K2-3 d,144,2.2 Earths,12.168,2015
4007,K2-400 b,203,1.67 Earths,15.108,2022
4008,K2-401 b,655,5.74 Earths,14.014,2022
4009,K2-402 b,1706,7.65 Earths,13.032,2022
4010,K2-403 b,804,24.6 Earths,12.305,2022
4011,K2-404 b,397,6.94 Earths,14.622,2022
4012,K2-405 b,643,18.9 Earths,12.816,2022
4013,K2-406 b,278,19.2 Earths,9.465,2022
